evidence_id	claim_group_id	claim	claim_value	entity	timeframe	source_id	source_url	source_type	access_date	excerpt_or_observation	evidence_grade	supports	counter_evidence	verification_status	confidence	independent_source_count	source_independence	reviewer_status	review_notes
EC-R15-04	keep-number-evidence	The local keep-number page correctly states the official six-month inactivity boundary and distinguishes its fifth-month reminder as a site buffer	6_month_rule_5_month_buffer	/tools/keep-number-reminder/	2026-07-17	SRC-R15-GIFF-INACTIVE	https://help.giffgaff.com/en/articles/242797-understanding-why-your-number-has-been-deactivated	official	2026-07-17	Official help lists one qualifying action at least every six months and says a deactivated SIM cannot be reactivated; PAC can be requested within 30 days	strong	fact	Receiving SMS is not a listed qualifying action and the fifth-month timing is not an operator rule	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R15-05	roaming-official-units	Official China PAYG uses 20p per MB 30p sent SMS outbound calls at £1 per minute with first 30 seconds then per second and inbound calls at £1 in per-minute increments	current_china_payg_units	giffgaff China roaming	2026-07-17	SRC-R15-GIFF-ROAMING	https://www.giffgaff.com/roaming/china	official	2026-07-17	Current destination page exposes rates charging units free received SMS and a separate Travel Data Add-on path	strong	fact	The destination page does not make the local calculator an official bill and dynamic rates require recheck after the declared expiry	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R15-06	roaming-local-fix	The local roaming implementation applies the official call units and returns £4.80 for 10 MB one SMS 0.1 outbound minute and 1.1 inbound minutes	local_4_80_corrected_units	/tools/china-roaming-cost/	local build 2026-07-17	SRC-R15-LOCAL-TOOLS	file:site/growth/assets/tools.js	local_artifact	2026-07-17	Local breakdown charges £2 data £0.30 SMS £0.50 outbound minimum and £2 inbound rounded units for total £4.80	strong	fact	Production tools.js still uses linear minutes and returned £3.50 for the same input; the fix is not deployed and promotion remains blocked	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R15-07	travel-addon-boundary	China has a separate Travel Data Add-on purchased in the giffgaff app and the local PAYG calculator explicitly excludes it	separate_app_addon_excluded	giffgaff China data options	2026-07-17	SRC-R15-GIFF-TRAVEL	https://help.giffgaff.com/en/articles/365501-giffgaff-travel-data-add-ons-and-how-they-work	official	2026-07-17	Official help says travel data add-ons are bought only in the app and lists China among non-EU destinations; roaming page says add-ons last 30 days	strong	fact	The help page read did not expose a stable country-specific price; the local page correctly directs users to recheck rather than hard-code one	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R15-08	cost-tool-boundary	The local G0 G2 cash tool now publishes a single-path cash formula keeps GBP balance separate and makes no inventory price or recommendation claim	user_input_cash_formula_only	/tools/g0-g2-total-cost/	local release 2026-07-17	SRC-R15-LOCAL-RELEASE	file:.release/tools/g0-g2-total-cost/index.html	local_artifact	2026-07-17	Visible formula is card plus shipping plus top-up plus expected use; G0 G2 are site classifications and no current SKU transaction or payment evidence is claimed	strong	fact	The tool still does not provide verified SKU defaults real price stock fulfillment refund support or an actual side-by-side comparator	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R15-09	research-preview-threshold	The three original evidence-gated pages remain noindex and now state that no publishable current samples exist rather than implying real measurements	noindex_no_publishable_samples	three original preview pages	local release 2026-07-17	SRC-R15-LOCAL-RELEASE	file:.release/research/china-network-sms/index.html	local_artifact	2026-07-17	Local eSIM network-SMS and OTP pages expose methods and thresholds; research direct answers explicitly say current publishable samples are absent	strong	fact	Production still serves older wording that describes hypothetical recent tests more ambiguously; no raw privacy-safe sample corpus was available to this worker	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R06-01	student-resource-fit	University of Bristol 的国际新生手机页当前列出 giffgaff 等 UK SIM 选择	bristol-page-lists-giffgaff	University of Bristol	2026-07-17	SRC-R06-BRISTOL-MOBILE	https://www.bristol.ac.uk/students/new/new-international/after/uk-mobile-phone/	university_official_resource	2026-07-17	当前 HTTP 200；页面的 UK mobile phone 指南包含“Get a free SIM card from Giffgaff”及 EE、O2、Three、Vodafone、Voxi 等选择信息	strong	fact	页面存在外部商业链接不代表接受 getgiffgaff 投稿、推荐、背书或新增链接	single_source	high	1	independent	accepted	Curator independently reopened the page and accepted only the current operator/resource-list fact; no submission, adoption or backlink inference.
EC-R06-02	student-resource-fit	UCL 国际学生页当前覆盖 SIM、eSIM，并列出 giffgaff 与 Ofcom	ucl-page-lists-esim-giffgaff-ofcom	UCL International Student Support	2026-07-17	SRC-R06-UCL-MOBILE	https://www.ucl.ac.uk/study/current-students/international-students/international-support/preparing-life-uk/mobile-phones-and-internet	university_official_resource	2026-07-17	当前 HTTP 200；页面面向国际学生解释 SIM、eSIM、主要网络和 MVNO，并列出 giffgaff 及 Ofcom 等外部入口	strong	fact	主题相符和既有外链均不能证明 UCL 接受商业资源、客稿或对本站背书	single_source	high	1	independent	accepted	Curator independently reopened the page and accepted its current topic and resource-list facts only; no commercial-resource acceptance or endorsement.
EC-R06-03	student-resource-fit	Bath ResLife 于 2026-07-07 发布的国际学生 SIM 指南包含 Giffgaff 比较	bath-dated-guide-includes-giffgaff	University of Bath ResLife	2026-07-17	SRC-R06-BATH-SIM	https://reslife.bath.ac.uk/story/86151611/buying-a-sim-card-as-an-international-student	university_official_resource	2026-07-17	当前 HTTP 200；页面日期标示 2026-07-07，并在 SIM 比较内容中讨论 Giffgaff 等品牌	strong	fact	未发现该栏目公开接受外部投稿；比较内容或联盟链接不能推导新增链接许可	single_source	high	1	independent	accepted	Curator independently reopened the dated page and accepted only the published comparison fact; no editorial willingness or link permission.
EC-R06-04	student-resource-fit	RCA 迁居清单建议 PAYG SIM、出发前 eSIM，并提醒检查手机解锁	rca-checklist-sim-esim-unlocked	Royal College of Art	2026-07-17	SRC-R06-RCA-ARRIVAL	https://www.rca.ac.uk/study/international-students/moving-to-london-a-checklist-for-international-students/	university_official_resource	2026-07-17	当前 HTTP 200；清单建议订购 Giffgaff 或 VOXI 等 PAYG SIM、出发前下载 eSIM，并提醒检查手机是否解锁	strong	fact	页面提及品牌不构成 RCA 对 getgiffgaff 的认可，也没有证明外部资源提交渠道	single_source	high	1	independent	accepted	Curator independently reopened the checklist and accepted only the visible arrival-task facts; no resource-submission route or endorsement.
EC-R06-05	student-resource-fit	Oxford Brookes 的手机与免费 SIM 段当前列出 GiffGaff、Voxi 与比较服务	brookes-page-lists-sim-resources	Oxford Brookes University	2026-07-17	SRC-R06-BROOKES-SIM	https://www.brookes.ac.uk/students/isat/living-in-the-uk/shopping	university_official_resource	2026-07-17	当前 HTTP 200；Mobile phones and free SIM cards 段落包含 GiffGaff、Voxi、MoneySuperMarket 和 Compare the Market 等入口	strong	fact	既有列表与同页合作商披露不能证明一般商业站点可被添加或学校接受建议	single_source	high	1	independent	accepted	Curator independently reopened the resource section and accepted its current list only; existing links do not authorize additions.
EC-R06-06	student-resource-fit	Sheffield 国际学生 essentials 页列出若干 UK 手机运营商，当前未列 giffgaff	sheffield-list-omits-giffgaff	University of Sheffield	2026-07-17	SRC-R06-SHEFFIELD-ESSENTIALS	https://sheffield.ac.uk/new-students/international-student-essentials	university_official_resource	2026-07-17	当前 HTTP 200；页面的 cell phone providers 列出 EE、O2、Tesco Mobile、Three、Vodafone，当前未见 giffgaff	strong	fact	当前未列出一个品牌不是编辑缺口、投稿邀请、拒绝或新增链接许可	single_source	medium	1	independent	accepted	Curator independently reopened the current list and accepted the bounded inclusion/omission observation only; no opportunity inference.
EC-R06-07	student-resource-fit	Greenwich arrival tips 建议按所在地选择 UK network，并指向 Ofcom	greenwich-network-choice-ofcom	University of Greenwich	2026-07-17	SRC-R06-GREENWICH-ARRIVAL	https://www.gre.ac.uk/visa/when-you-arrive/arrival-tips	university_official_resource	2026-07-17	当前 HTTP 200；页面建议为所在地区选择 UK network，列出 Vodafone、EE、O2、Three 并提供 Ofcom 信息入口	strong	fact	页面没有具体 SIM 到手流程或 getgiffgaff 提及，也未声明接受资源投稿	single_source	medium	1	independent	accepted	Curator independently reopened the page and accepted only its network-choice and Ofcom guidance; no site-resource or link inference.
EC-R06-08	student-resource-fit	Exeter 抵达页说明学生可临时取得 UK SIM，之后自行安排 mobile contract	exeter-temporary-sim-arrangement	University of Exeter	2026-07-17	SRC-R06-EXETER-TRAVEL	https://www.exeter.ac.uk/international-students/new-students/travel/	university_official_resource	2026-07-17	当前 HTTP 200；页面写明抵达 Exeter 时可取得 UK SIM，直到学生自行安排 mobile contract，并同时提供机场交通信息	strong	fact	这是到达服务而非运营商比较或投稿政策；不支持销售页推广、采用或外链结论	single_source	medium	1	independent	accepted	Curator independently reopened the page and accepted only the temporary-SIM arrival arrangement; no promotion or editorial-policy inference.
EC-R06-09	student-resource-fit	Brighton 手机指南覆盖 PAYG、SIM-only 与合约，页面可见更新时间为 2023 年 9 月	brighton-guide-updated-2023-09	University of Brighton International Students	2023-09 to 2026-07-17	SRC-R06-BRIGHTON-MOBILE	https://blogs.brighton.ac.uk/internationalstudents/guides-for-new-students/mobile-phone-guide-2022/	university_official_resource	2026-07-17	当前 HTTP 200；指南覆盖 PAYG、SIM-only、合约并链接 Ofcom 和比较/零售资源，底部标示 Updated: September 2023	strong	fact	陈旧页面不等于编辑方希望接收第三方纠错或链接；部分数字需独立更新核验	single_source	medium	1	independent	accepted	Curator independently reopened the page and accepted its visible topics and update date only; staleness is not outreach permission.
EC-R06-10	university-link-policy	St Andrews 链接政策写明不链接没有 partnership 的营利公司，并要求商业页面链接使用 nofollow	st-andrews-commercial-link-restriction	University of St Andrews	2026-07-17	SRC-R06-STANDREWS-LINKPOLICY	https://www.st-andrews.ac.uk/digital-standards/policies/links/	university_official_policy	2026-07-17	直接请求 403；Jina 当前正文可读并写明不链接没有 partnership 的 profit-making companies，商业页面链接应使用 no-follow	medium	fact	代理正文不消除直接访问限制；政策不能外推为所有事实纠错场景、合作状态或绝对禁止联系	single_source	high	1	independent	accepted	Curator independently reproduced the exact policy text through Jina, retained the direct-403 limitation and accepted only the stated commercial-link rule.
EC-R06-11	university-link-policy	Leeds 网站规则在其适用范围内写明不允许商业或第三方广告	leeds-commercial-advertising-prohibited	University of Leeds	2026-07-17	SRC-R06-LEEDS-WEBREG	https://comms.leeds.ac.uk/websites/website-regulations/	university_official_policy	2026-07-17	直接请求 403；Jina 当前正文 Advertising 段写明 Commercial or third party advertising is not permitted，并列出适用网站范围	medium	fact	代理正文不消除直接访问限制；广告禁令不能扩张为所有第三方事实信息或纠错都被禁止	single_source	high	1	independent	accepted	Curator independently reproduced the advertising clause through Jina, retained the direct-403 limitation and accepted only its stated scope.
EC-R07-01	uk-editorial-fit	SIM Only Finder 的 giffgaff roaming 指南标示 2026-06-02 发布、May 2026 reviewed，并列明核验来源	simonlyfinder-dated-source-disclosure	SIM Only Finder	2026-07-17	SRC-R07-SIMONLYFINDER	https://www.simonlyfinder.co.uk/guides/giffgaff-roaming	public_editorial_page	2026-07-17	当前 HTTP 200；页面标示 2026-06-02 发布、May 2026 reviewed，并说明核对 giffgaff、RootMetrics、Ofcom 等来源	strong	fact	主题匹配和来源披露不等于其接受工具建议、客稿或链接；公开联系入口也不构成许可	single_source	high	1	independent	accepted	Curator independently reopened the page and accepted only its visible dates and source disclosure; no adoption or permission inference.
EC-R07-02	uk-editorial-fit	Expatica 指南面向赴英居民或访客解释 UK SIM，并列出 Ofcom；页面修改时间为 2026-05-13	expatica-audience-ofcom-date	Expatica UK	2026-07-17	SRC-R07-EXPATICA	https://www.expatica.com/uk/living/household/uk-mobile-phones-sim-cards-936513/	public_editorial_page	2026-07-17	当前 HTTP 200；正文覆盖 expat/visitor UK SIM，含 Ofcom useful resource；页面修改时间 2026-05-13	strong	fact	受众吻合或存在外部资源不等于接受本站内容、背书或提供 backlink	single_source	high	1	independent	accepted	Curator independently reopened the page and accepted its audience, topic, resource and date facts only; no outreach permission.
EC-R07-03	uk-editorial-fit	Uswitch FAQ 于 2025-11-06 更新，解释 giffgaff 境外使用与 fair-use 主题	uswitch-roaming-date-topic	Uswitch	2026-07-17	SRC-R07-USWITCH	https://www.uswitch.com/mobiles/guides/giffgaff-international-roaming-faq/	public_editorial_page	2026-07-17	当前 HTTP 200；页面标示 Updated on 6 November 2025，并覆盖 giffgaff roaming 与 fair-use	strong	fact	主题与更新时间不证明现行运营商规则准确、开放客稿、资源链接或独立采用	single_source	high	1	independent	accepted	Curator independently reopened the page, removed the unsupported official-source-link claim and accepted only date and topic.
EC-R07-04	uk-editorial-fit	Expert Reviews 的 giffgaff review 披露 affiliate 关系，并引用 Ofcom、RootMetrics 及中国漫游资料	expertreviews-affiliate-sources	Expert Reviews	2026-07-17	SRC-R07-EXPERTREVIEWS	https://www.expertreviews.co.uk/technology/broadband-mobile-networks/giffgaff-review	public_editorial_page	2026-07-17	当前 HTTP 200；正文复现 affiliate disclosure、Ofcom、RootMetrics 及中国 Travel Data Add-on	strong	fact	引用和商业披露不构成编辑接受、投稿许可、资源采用或 backlink	single_source	high	1	independent	accepted	Curator independently reopened the page and accepted only visible source and disclosure facts; no editorial-fit or submission inference.
EC-R07-05	uk-editorial-fit	Selectra review 引用 Ofcom、community 与 Trustpilot，并标示价格核验和修改日期	selectra-sources-and-dates	Selectra UK	2026-07-17	SRC-R07-SELECTRA	https://selectra.co.uk/mobile/networks/giff-gaff	public_editorial_page	2026-07-17	当前 HTTP 200；页面复现 Ofcom、community、Trustpilot；价格核验 2026-05-19；schema dateModified=2026-06-26	strong	fact	引用、价格核验与日期不等于 correction、press、partnership 或外链接受	single_source	high	1	independent	accepted	Curator independently reopened the page and accepted only its visible sources and dates; no contact-route or editorial-acceptance inference.
EC-R07-06	uk-editorial-fit	ISPreview 于 2025-07-28 报道 giffgaff Travel Data Add-ons 并列出中国	ispreview-dated-china-news	ISPreview UK	2025-07 to 2026-07-17	SRC-R07-ISPREVIEW	https://www.ispreview.co.uk/index.php/2025/07/giffgaff-uk-launches-new-travel-data-add-ons-for-mobile-roaming.html	public_editorial_page	2026-07-17	当前直接请求 403；Jina 当前正文复现 2025-07-28 Travel Data Add-on 新闻及中国目的地	medium	fact	代理正文不消除直接访问限制；单篇新闻不能推导 evergreen 政策、工具接受、评论链接或投稿许可	single_source	medium	1	independent	accepted	Curator independently reproduced the dated news through Jina, retained direct-403 limitation and accepted only the single-article observation.
EC-R07-07	uk-editorial-fit	SIM Sherpa 页面标题含 2026，但正文最后更新时间为 2025-01-06，且引用 Ofcom	simsherpa-title-date-mismatch	SIM Sherpa	2025-01 to 2026-07-17	SRC-R07-SIMSHERPA	https://www.simsherpa.com/networks/giffgaff/review-and-guide	public_editorial_page	2026-07-17	当前 HTTP 200；标题为 giffgaff review 2026，正文显示 Last updated: 6th January 2025，并引用 Ofcom	strong	fact	标题年份与正文更新日期不一致是维护风险信号，不证明有效编辑入口、更新计划、资源政策或接受外链	single_source	medium	1	independent	accepted	Curator independently reopened the page and accepted the visible title/date mismatch and source reference only; no opportunity inference.
EC-R07-08	uk-editorial-policy	Choose review 最后更新时间为 2021-02-02，正文引用较早的网络数据	choose-stale-review-date	Choose	2021-02 to 2026-07-17	SRC-R07-CHOOSE	https://www.choose.co.uk/mobile/giffgaff/reviews/	public_editorial_page	2026-07-17	当前 HTTP 200；HTML dateModified=2021-02-02，正文 Last updated: 2 February 2021，并使用较早的 Opensignal、RootMetrics、Ofcom 数据	strong	fact	陈旧内容只构成 freshness 风险；与反馈入口均不等于接受资源投稿、链接或推广	single_source	medium	1	independent	accepted	Curator independently reopened the page and accepted its visible update date and older-source context only; no outreach permission.
EC-R07-09	uk-editorial-policy	Ken's Tech Tips 公开 contact 页面明确写明不接受 guest posts	kens-no-guest-posts	Ken's Tech Tips	2026-07-17	SRC-R07-KENSTECHTIPS-CONTACT	https://kenstechtips.com/index.php/contact	public_editorial_policy	2026-07-17	Contact page 问答“Want to place a guest post on the website?”的回答为“we don’t accept guest posts on this website”	medium	fact	该政策不证明所有重大事实纠错都会被拒绝，但普通联系渠道不得被当作客稿或推广外链入口	single_source	high	1	independent	accepted	Curator rebound the claim to the independent contact-policy source and accepted only the explicit no-guest-post statement.
EC-R07-10	uk-editorial-policy	Which? review 标示 2026-06-05，基于 5,137 人调查并声明编辑独立	which-survey-and-independence	Which?	2026-07-17	SRC-R07-WHICH	https://www.which.co.uk/reviews/mobile-phone-providers/article/mobile-phone-provider-reviews/giffgaff-mobile-review-aDkPd2m9vJnT	public_editorial_page	2026-07-17	当前 HTTP 200；页面日期 2026-06-05，结果基于 2026 年 1 月对 5,137 名客户的调查，并声明不受第三方影响且不收 freebies	strong	fact	调查与独立性声明不等于接受供应商材料、免费样品、外链、背书请求或任何联系入口用途	single_source	high	1	independent	accepted	Curator independently reopened the page, removed the unsupported contact-route inference and accepted only the dated survey and independence facts.
EC-R03-01	search-intent-language	YouTube result titles for the 保号 query use long-retention and tutorial wording	keep-number-wording-signal	Chinese-language giffgaff video metadata	2026-07-17	SRC-R03-YT-KEEP	https://www.youtube.com/results?search_query=giffgaff+%E4%BF%9D%E5%8F%B7	public_video_search	2026-07-17	ytsearch5 titles included 长期保号, 保号教程 and duration-oriented phrases such as 30年 or 1000年	medium	fact	Titles do not verify retention duration, search volume, popularity, ranking or user outcomes	single_source	medium	1	independent	accepted	Curator independently reran the dated five-result metadata query and accepted wording only; no duration, demand, rank or outcome claim.
EC-R03-02	search-intent-language	YouTube result titles for the 激活 query combine activation with top-up, plan and beginner-guide language	activation-onboarding-wording	Chinese-language giffgaff video metadata	2026-07-17	SRC-R03-YT-ACTIVATE	https://www.youtube.com/results?search_query=giffgaff+%E6%BF%80%E6%B4%BB	public_video_search	2026-07-17	ytsearch5 titles included 激活, 充值, 套餐 and 新手指南 wording	medium	fact	Metadata does not establish query volume, preferred workflow, payment success or policy accuracy	single_source	medium	1	independent	accepted	Curator independently reran the dated five-result metadata query and accepted wording only; no demand, workflow or payment inference.
EC-R03-03	search-intent-language	YouTube result titles for the 验证码 query connect OTP wording with named platforms and Wi-Fi Calling	otp-platform-troubleshooting-wording	Chinese-language giffgaff video metadata	2026-07-17	SRC-R03-YT-OTP	https://www.youtube.com/results?search_query=giffgaff+%E9%AA%8C%E8%AF%81%E7%A0%81	public_video_search	2026-07-17	ytsearch5 titles included Telegram, 100% 成功 and Wi-Fi Calling wording	medium	fact	The title phrase 100% 成功 is not accepted as a success-rate or compatibility claim; no platform guarantee follows	single_source	medium	1	independent	accepted	Curator independently reproduced the title wording and accepted only its public appearance; the success and compatibility assertions remain unverified.
EC-R03-04	search-intent-language	YouTube result titles for the eSIM 中国 query use device-limit or detection-bypass and activation-code extraction wording	esim-conversion-risk-wording	Chinese-language giffgaff video metadata	2026-07-17	SRC-R03-YT-ESIM	https://www.youtube.com/results?search_query=giffgaff+eSIM+%E4%B8%AD%E5%9B%BD	public_video_search	2026-07-17	ytsearch5 titles included 突破机型限制, 绕过官方检测 and Extract Activation Codes wording	medium	fact	Title wording does not establish safety, legality, device compatibility, policy fit or demand; bypass instructions are not endorsed	single_source	medium	1	independent	accepted	Curator narrowed the card to exact current title phrases; no method, safety, authorization, compatibility or demand conclusion is accepted.
EC-R03-05	search-intent-language	YouTube result titles for the 充值 query mention recharge-card or voucher and card-decline wording	payment-friction-wording	Chinese-language giffgaff video metadata	2026-07-17	SRC-R03-YT-TOPUP	https://www.youtube.com/results?search_query=giffgaff+%E5%85%85%E5%80%BC	public_video_search	2026-07-17	ytsearch5 titles included 充值卡, 充值券 and 信用卡砍单 wording	medium	fact	Titles do not prove failure prevalence, payment success, authorization or suitability of any third-party service	single_source	medium	1	independent	accepted	Curator removed the unreproduced proxy-top-up phrase and accepted only exact current metadata wording; no payment outcome or authorization inference.
EC-R03-06	search-intent-language	YouTube result titles for the 漫游 query use China roaming, voicemail and high-cost language	roaming-cost-risk-wording	Chinese-language giffgaff video metadata	2026-07-17	SRC-R03-YT-ROAMING	https://www.youtube.com/results?search_query=giffgaff+%E6%BC%AB%E6%B8%B8	public_video_search	2026-07-17	ytsearch5 titles included 中国漫游, 语音信箱 and 高费用 wording	medium	fact	Metadata does not verify current rates, bill outcomes, search volume or prevalence of charges	single_source	medium	1	independent	accepted	Curator independently reran the dated metadata query and accepted wording only; no rate, bill, demand or prevalence conclusion.
EC-R03-07	search-intent-language	A public Bilibili title contains the wording GIffgaff esim申请写入小白卡	blank-card-esim-wording	Bilibili giffgaff video page	2026-07-17	SRC-R03-BILI-ESIM	https://www.bilibili.com/video/BV1m9KV6NELT/	public_video_page	2026-07-17	Bilibili public view API returned the title GIffgaff esim申请写入小白卡	medium	fact	One title is not demand evidence and does not make credential extraction, third-party writing or device bypass safe	single_source	medium	1	independent	accepted	Curator independently reopened the public view metadata and removed interpretive framing; title appearance only is accepted.
EC-R03-08	search-intent-language	A public Bilibili title localizes a giffgaff speed observation to Anhui, China	location-specific-network-wording	Bilibili giffgaff video page	2026-07-17	SRC-R03-BILI-SPEED	https://www.bilibili.com/video/BV1oAfhBZEer/	public_video_page	2026-07-17	Public title observed as giffgaff在中国安徽省的速度	medium	fact	The title supplies no reproducible method, carrier, device, date or sample and cannot support a coverage or speed claim	single_source	medium	1	independent	accepted	Curator independently reopened the public view metadata and accepted only the location-and-speed title wording, not a network measurement.
EC-R03-09	social-experience-drift	A V2EX eSIM method thread contains a later reply reporting that the application page no longer offered China as an option	public-experience-shows-time-drift	V2EX giffgaff eSIM thread	2026-07-17	SRC-R03-V2EX-ESIM	https://www.v2ex.com/t/1184571	public_community_thread	2026-07-17	Thread 1184571 is titled 分享 giffgaff esim 开通方法; a later reply says the application page no longer had a China option	medium	fact	Anecdotal replies do not establish uniform current policy, country eligibility, success rate or a safe workaround	single_source	medium	1	independent	accepted	Curator independently reopened the topic and replies and accepted only the dated anecdotal drift observation, not operator policy.
EC-R03-10	local-query-corpus	The stored 40-page competitor corpus contains repeated activation, eSIM, keep-number and SMS-or-OTP target-query terms	four-task-families-visible	Local competitor target-query corpus	checked 2026-07-17	SRC-R03-COMPETITOR-QUERIES	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/docs/research/competitors/	repository_observation	2026-07-17	Across 159 stored target-query strings, simple term counts found 激活 16, eSIM 18, 保号 11 and 验证码/接码/短信 6	strong	fact	These are analyst-authored competitor labels, not search-volume, ranking, prevalence or conversion measurements	single_source	high	1	independent	accepted	Curator independently recounted the stored corpus and accepted the corpus-bounded counts only; no external demand or SERP inference.
EC-R03-11	intent-cluster-synthesis	The existing local synthesis assigns unique owners to five task clusters: activation, keep-number/roaming, eSIM, network/OTP and purchase/total cost	five-planned-intent-clusters	getgiffgaff content plan	2026-07-15 plan checked 2026-07-17	SRC-R03-CLUSTER-PLAN	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/docs/research/competitor-study-2026-07-15.md	repository_observation	2026-07-17	The five-row table maps each cluster to one main keyword, intent and proposed primary URL	strong	fact	The document explicitly lacks a complete Top-10 overlap matrix and cannot prove search demand or quantitative cannibalization	single_source	high	1	independent	accepted	Curator independently checked the five planning rows and accepted only the repository-plan fact; no external demand or overlap conclusion.
EC-R03-12	social-source-access	The configured X search path did not return an auditable result set during this reconstruction	x-search-http-404-blocked	X giffgaff public search	2026-07-17	SRC-R03-X-SEARCH	https://x.com/search?q=giffgaff&src=typed_query	public_social_search	2026-07-17	agent-reach doctor reported an X backend, but attempted twitter search requests returned HTTP 404	blocked	fact	A failed retrieval does not show that X has no giffgaff discussion and cannot support prevalence or absence claims	blocked	blocked	0	unknown	pending	blocked pending a functioning public or owner-authorized source; awaiting curator
EC-R03-13	seo-source-access	The Exa result set referenced by the legacy R03 summary cannot be reconstructed from the preserved artifacts	legacy-exa-result-set-unrecovered	Exa giffgaff search	2026-07-17	SRC-R03-EXA-SEARCH	tool://exa/search?q=giffgaff	seo_search_tool	2026-07-17	A fresh Exa query now returns a new result set, but no archived legacy R03 URLs, ordering or excerpts were preserved; the new query cannot substitute for the original evidence	blocked	fact	A fresh search does not reconstruct the prior result set and does not prove absence, demand, ranking or historical coverage	blocked	blocked	0	unknown	pending	Curator retained blocked status because the legacy result set remains unrecoverable even though current Exa access is available.
EC-R04-01	backlink-source-capability	The current environment has Tier 0 backlink capability: Common Crawl graph lookup and a local verification crawler	commoncrawl-and-verifier-only	getgiffgaff backlink audit environment	2026-07-17	SRC-R04-AUTH-CHECK	file:///Users/siuserxiaowei/.codex/skills/seo/scripts/backlinks_auth.py	local_tool_observation	2026-07-17	backlinks_auth.py --check --json returned tier 0; commoncrawl and verify available, moz and bing unavailable	strong	fact	Tool availability is not backlink evidence and the verifier needs known candidate URLs to check	single_source	high	1	independent	accepted	Curator independently reran the capability check and accepted only the environment state, not any backlink-profile conclusion.
EC-R04-02	backlink-commoncrawl	The current Common Crawl web-graph release did not contain getgiffgaff.com in its crawl or rankings data	cc-not-in-current-graph	getgiffgaff.com	cc-main-2026-jan-feb-mar checked 2026-07-17	SRC-R04-COMMONCRAWL	tool://commoncrawl_graph/getgiffgaff.com?release=cc-main-2026-jan-feb-mar	public_webgraph	2026-07-17	Lookup returned in_crawl=false, in_rankings=false, null PageRank and in-degree fields, and an empty referring-domain sample	strong	fact	Not appearing in one web-graph release does not mean zero backlinks, zero crawls or zero referring domains elsewhere	single_source	high	1	independent	accepted	Curator independently reran the named release lookup and preserved the not-found-versus-zero distinction.
EC-R04-03	backlink-source-gap	Moz authority-distribution and spam-score inputs were unavailable because no Moz API key was configured	moz-data-blocked	getgiffgaff.com	2026-07-17	SRC-R04-MOZ	https://moz.com/products/api	seo_api	2026-07-17	Capability check returned available=false and reported no MOZ_API_KEY or configured moz_api_key	blocked	fact	Unavailable Moz data is not evidence of low authority, a clean profile or a toxic profile	blocked	blocked	0	unknown	pending	blocked pending a dated authorized Moz export or configured API; awaiting curator
EC-R04-04	backlink-source-gap	Bing anchor, follow-status and geographic link details were unavailable because no Webmaster API key or property export was supplied	bing-link-data-blocked	getgiffgaff.com	2026-07-17	SRC-R04-BING	https://www.bing.com/webmasters	account_api	2026-07-17	Capability check returned available=false and reported no BING_WEBMASTER_API_KEY or configured bing_api_key	blocked	fact	Missing account data cannot support any anchor-distribution, follow-ratio, country or total-link conclusion	blocked	blocked	0	unknown	pending	blocked pending owner-authorized dated export or API access; awaiting curator
EC-R04-05	backlink-source-gap	Backlink history and velocity data were unavailable because DataForSEO was not configured	velocity-data-blocked	getgiffgaff.com	2026-07-17	SRC-R04-DATAFORSEO	https://dataforseo.com/apis/backlinks-api	seo_api	2026-07-17	No DataForSEO extension credentials or dated export were present in the audit environment	blocked	fact	No trend direction, new-or-lost link rate or historical backlink total can be inferred from this gap	blocked	blocked	0	unknown	pending	blocked pending configured access or a reproducible dated export; awaiting curator
